2005-06-16 Wiglaf Droste und das Spardosenterzett, Oli Lichtspiele, Magdeburg
2005-06-15 Nine Inch Nails, C-Halle, Berlin
2005-06-10 Die Aerzte, Eichenring, Scheessel
2005-03-31 Nine Inch Nails, Astoria, London
2005-03-30 Nine Inch Nails, Astoria, London
2004-12-11 Die Toten Hosen, Festhalle, Frankfurt am Main
2004-08-07 Wolfsheim, Flugplatz Hildesheim, Hildesheim
2004-06-04 Evanescence, Nuerburgring, Nuerburg
2004-05-07 Rosenstolz, Stadthalle, Magdeburg
2004-04-08 Goethes Erben, Factory, Magdeburg
2003-10-22 Muse, Stadthalle, Offenbach
2003-10-11 Wise Guys, Stadthalle, Frickhofen
2003-09-12 Apocalyptica, Factory, Magdeburg
2003-08-09 Placebo, Flugplatz Hildesheim, Hildesheim
2003-05-21 Placebo, Stadthalle, Offenbach
2003-03-31 Coldplay, Jahrhunderthalle, Frankfurt am Main
2002-09-04 Korn, Jahrhunderthalle, Frankfurt am Main
2002-09-03 Nightwish, Palladium, Koeln
2002-08-16 Die Toten Hosen, Flughafen Niederrhein, Weeze
2002-08-09 Die Happy, Auf dem Acker, Hoechstenbach
2002-07-17 Kungfu, Underground, Koeln
2002-06-25 Soulfly, Batschkapp (alt), Frankfurt am Main
2002-06-22 Wise Guys, Stadthalle, Frickhofen
2002-05-18 Roger Waters, Lanxess Arena, Koeln
2002-03-10 System of a Down, Stahlwerk, Duesseldorf
2001-11-28 Machine Head, Stahlwerk, Duesseldorf
2001-11-13 Subway To Sally, KUZ, Mainz
2001-09-01 Marilyn Manson, Bodenseestadion, Konstanz
2001-06-01 Limp Bizkit, Nuerburgring, Nuerburg
2001-05-12 R.E.M., Roncalliplatz, Koeln
2001-02-01 Marilyn Manson, Palladium, Koeln
2000-06-09 Rage Against the Machine, Nuerburgring, Nuerburg
